"","mid","sec","s","r"
"999",12250,25931520,13,140
"1000",12250,25931520,13,126
"1001",12250,25931520,13,92
"1002",12250,25931520,13,140
"1003",115196,25946040,139,29
"1004",115196,25946040,139,29
"1005",182038,25949580,126,13
"1006",182038,25949580,126,13
"1007",105185,25949820,140,132
"1008",105185,25949820,140,34
"1009",337749,25999200,17,71
"1010",182037,26005200,126,138
"1011",17847,26009940,140,13
"1012",17847,26009940,140,89
"1013",105178,26009940,140,13
"1014",105178,26009940,140,89
"1015",242587,26013900,29,135
"1016",242587,26013900,29,78
"1017",242587,26013900,29,78
"1018",115194,26027040,139,85
"1019",115193,26037480,139,130
"1020",115193,26037480,139,135
"1021",115193,26037480,139,135
"1022",242585,26049300,29,139
"1023",12226,26097300,140,13
"1024",12226,26097300,140,89
"1025",105166,26097300,140,13
"1026",105166,26097300,140,89
"1027",337771,26110980,17,79
"1028",337771,26110980,17,128
"1029",337771,26110980,17,79
"1030",337771,26110980,17,128
"1031",182027,26112300,126,138
"1032",182023,26176800,126,138
"1033",182019,26187060,126,138
"1034",337778,26192280,17,17
"1035",337778,26192280,17,66
"1036",337778,26192280,17,128
"1037",337778,26192280,17,17
"1038",337778,26192280,17,66
"1039",337778,26192280,17,128
"1040",12215,26199960,140,13
"1041",105157,26199960,140,13
"1042",12214,26202240,146,140
"1043",12214,26202240,146,140
"1044",182015,26202660,126,92
"1045",182015,26202660,126,92
"1046",105156,26202900,140,13
"1047",12213,26203140,140,92
"1048",12213,26203140,140,126
"1049",12213,26203140,140,13
"1050",12213,26203140,140,138
"1051",105155,26203140,140,92
"1052",105155,26203140,140,126
"1053",105155,26203140,140,13
"1054",105155,26203140,140,138
"1055",242578,26222820,29,29
"1056",337781,26257080,17,128
"1057",337782,26257140,17,128
"1058",182011,26263080,126,138
"1059",182011,26263080,126,92
"1060",105154,26263200,140,132
"1061",105154,26263200,140,34
"1062",182009,26273700,126,138
"1063",182008,26273940,126,138
"1064",12210,26276160,13,34
"1065",12209,26288400,13,140
"1066",12209,26288400,13,126
"1067",12209,26288400,13,126
"1068",383807,26292240,35,99
"1069",383807,26292240,35,99
"1070",182000,26296800,126,92
"1071",242574,26519040,29,139
"1072",337794,26524920,17,66
"1073",337794,26524920,17,66
"1074",337796,26526120,17,128
"1075",337796,26526120,17,128
"1076",242573,26528640,29,139
"1077",242573,26528640,29,139
"1078",181995,26532600,126,92
"1079",181995,26532600,126,92
"1080",383808,26538300,35,99
"1081",105149,26541840,140,92
"1082",105149,26541840,140,126
"1083",105149,26541840,140,13
"1084",105149,26541840,140,138
"1085",105149,26541840,140,34
"1086",12203,26544060,140,13
"1087",12203,26544060,140,13
"1088",105147,26544060,140,13
"1089",105147,26544060,140,13
"1090",181991,26552100,126,92
"1091",383809,26553180,35,99
"1092",383809,26553180,35,99
"1093",383811,26608140,35,99
"1094",383811,26608140,35,99
"1095",344058,26618040,128,17
"1096",344058,26618040,128,71
"1097",12199,26620860,126,13
"1098",12199,26620860,126,138
"1099",12199,26620860,126,92
"1100",12199,26620860,126,140
"1101",181988,26620860,126,13
"1102",181988,26620860,126,138
"1103",181988,26620860,126,92
"1104",181988,26620860,126,140
"1105",368684,26636280,125,45
"1106",368684,26636280,125,87
"1107",368684,26636280,125,87
"1108",368687,26637840,125,118
"1109",337823,26713440,17,128
"1110",337835,26779740,17,127
"1111",242566,26781720,29,139
"1112",337837,26782440,17,128
"1113",337837,26782440,17,128
"1114",161765,26789520,17,79
"1115",161765,26789520,17,79
"1116",337841,26789520,17,79
"1117",337841,26789520,17,79
"1118",242562,26800080,29,135
"1119",242562,26800080,29,78
"1120",168203,26801100,114,64
"1121",168203,26801100,114,64
"1122",168204,26807220,114,64
"1123",168204,26807220,114,64
"1124",242560,26866980,29,135
"1125",242560,26866980,29,78
"1126",242560,26866980,29,135
"1127",242560,26866980,29,78
"1128",337847,26868660,17,127
"1129",337849,26871240,17,127
"1130",181968,26890560,126,92
"1131",181968,26890560,126,92
"1132",12166,26892660,140,13
"1133",12166,26892660,140,92
"1134",12166,26892660,140,89
"1135",105127,26892660,140,13
"1136",105127,26892660,140,92
"1137",105127,26892660,140,89
"1138",181965,27127260,126,13
"1139",181965,27127260,126,138
"1140",181965,27127260,126,92
"1141",181965,27127260,126,140
"1142",181961,27127860,126,13
"1143",35929,27128880,103,103
"1144",35929,27128880,103,103
"1145",337862,27129720,17,66
"1146",383823,27135240,35,99
"1147",383823,27135240,35,99
"1148",12151,27217200,126,13
"1149",181954,27217200,126,13
"1150",337875,27222540,17,127
"1151",337875,27222540,17,128
"1152",105119,27223260,140,67
"1153",105119,27223260,140,21
"1154",105119,27223260,140,108
"1155",181949,27224460,126,92
"1156",181947,27225360,126,92
"1157",181946,27231060,126,92
"1158",181946,27231060,126,92
"1159",115178,27231600,139,85
"1160",115178,27231600,139,78
"1161",115178,27231600,139,135
"1162",115178,27231600,139,135
"1163",337888,27243660,17,127
"1164",383831,27304620,35,99
"1165",181937,27306180,126,92
"1166",181931,27386520,126,138
"1167",105107,27388260,140,92
"1168",105107,27388260,140,126
"1169",105107,27388260,140,13
"1170",105107,27388260,140,138
"1171",105103,27396480,140,92
"1172",105103,27396480,140,126
"1173",105103,27396480,140,13
"1174",105103,27396480,140,138
"1175",237576,27397200,44,139
"1176",115171,27404580,139,44
"1177",105102,27404700,140,92
"1178",105102,27404700,140,126
"1179",105102,27404700,140,13
"1180",105102,27404700,140,138
"1181",115170,27404760,139,44
"1182",242557,27414060,29,139
"1183",242557,27414060,29,139
"1184",337895,27415800,17,127
"1185",337895,27415800,17,127
"1186",242555,27416820,29,78
"1187",242555,27416820,29,139
"1188",242555,27416820,29,139
"1189",337902,27466380,17,128
"1190",337903,27468060,17,128
"1191",237568,27493320,44,139
"1192",242553,27505020,29,130
"1193",242553,27505020,29,139
"1194",337919,27730800,17,127
"1195",337919,27730800,17,17
"1196",337919,27730800,17,17
"1197",383840,27732480,35,99
"1198",105098,27739380,140,132
"1199",105098,27739380,140,13
"1200",105098,27739380,140,13
"1201",337925,27743640,17,71
"1202",337925,27743640,17,127
"1203",161774,27743700,17,79
"1204",242545,27745980,29,135
"1205",242545,27745980,29,78
"1206",242545,27745980,29,135
"1207",242545,27745980,29,78
"1208",181907,27746400,126,92
"1209",337929,27748920,17,127
"1210",242544,27750840,29,139
"1211",237560,27751080,44,139
"1212",114361,27760140,139,111
"1213",114365,27763620,139,111
"1214",105092,27819300,140,132
"1215",181904,27820560,126,138
"1216",337934,27828060,17,17
"1217",337934,27828060,17,17
"1218",114368,27830400,139,111
"1219",12122,27833160,92,126
"1220",12122,27833160,92,13
"1221",337936,27843780,17,71
"1222",337936,27843780,17,71
"1223",181898,27848520,126,138
"1224",12120,27850740,126,13
"1225",181895,27850740,126,13
"1226",337940,27850980,17,71
"1227",337940,27850980,17,127
"1228",337941,27851220,17,79
"1229",161778,27902220,17,71
"1230",161778,27902220,17,127
"1231",161778,27902220,17,79
"1232",337952,27902220,17,71
"1233",337952,27902220,17,127
"1234",337952,27902220,17,79
"1235",105079,27936480,140,92
"1236",105079,27936480,140,92
"1237",115169,27939060,139,85
"1238",115169,27939060,139,135
"1239",115169,27939060,139,85
"1240",115169,27939060,139,135
"1241",95432,27942900,64,107
"1242",337965,27998340,17,128
"1243",337965,27998340,17,127
"1244",337965,27998340,17,3
"1245",383851,28000980,35,99
"1246",114374,28005060,139,35
"1247",114374,28005060,139,99
"1248",111459,28028940,92,140
"1249",111459,28028940,92,126
"1250",111459,28028940,92,13
"1251",111459,28028940,92,138
"1252",111452,28078440,92,140
"1253",111452,28078440,92,126
"1254",111452,28078440,92,13
"1255",111452,28078440,92,138
"1256",114387,28085280,139,111
"1257",111474,28104960,92,138
"1258",111474,28104960,92,140
"1259",337975,28331160,17,17
"1260",181880,28343040,126,138
"1261",105066,28343760,140,92
"1262",105066,28343760,140,126
"1263",105066,28343760,140,13
"1264",105066,28343760,140,138
"1265",12101,28356840,13,138
"1266",12101,28356840,13,126
"1267",12101,28356840,13,126
"1268",115166,28358460,139,135
"1269",242535,28365420,29,139
"1270",242534,28421880,29,78
"1271",181879,28423980,126,13
"1272",105060,28425120,140,13
"1273",105060,28425120,140,13
"1274",337981,28430940,17,127
"1275",337982,28434300,17,71
"1276",337984,28434900,17,128
"1277",337984,28434900,17,128
"1278",249904,28436400,13,92
"1279",249903,28436580,13,92
"1280",249903,28436580,13,92
"1281",249902,28437060,13,92
"1282",237548,28446300,44,58
"1283",237547,28447620,44,58
"1284",116036,28451100,54,139
"1285",115163,28451460,139,54
"1286",249897,28452900,13,138
"1287",249897,28452900,13,138
"1288",111419,28454880,138,92
"1289",111419,28454880,138,126
"1290",111419,28454880,138,13
"1291",111419,28454880,138,140
"1292",105056,28512000,140,13
"1293",105056,28512000,140,13
"1294",12087,28522260,13,126
"1295",12087,28522260,13,92
"1296",12087,28522260,13,126
"1297",12087,28522260,13,92
"1298",249891,28522260,13,126
"1299",249891,28522260,13,92
"1300",249891,28522260,13,126
"1301",249891,28522260,13,92
"1302",249886,28524300,13,132
"1303",249886,28524300,13,132
"1304",338025,28623120,17,145
"1305",52571,28700460,41,53
"1306",338033,28703760,17,17
"1307",338033,28703760,17,17
"1308",338034,28708680,17,145
"1309",338034,28708680,17,145
"1310",242531,28774500,29,130
"1311",115159,28778880,139,135
"1312",115159,28778880,139,78
"1313",115159,28778880,139,54
"1314",115159,28778880,139,135
"1315",115159,28778880,139,78
"1316",115159,28778880,139,54
"1317",116034,28784640,54,139
"1318",116034,28784640,54,135
"1319",116034,28784640,54,78
"1320",116034,28784640,54,135
"1321",116034,28784640,54,78
"1322",347941,28938240,17,17
"1323",347941,28938240,17,17
"1324",249880,28954920,13,132
"1325",249879,28964100,13,132
"1326",249879,28964100,13,132
"1327",184575,28964220,13,126
"1328",249878,28964220,13,126
"1329",249874,28967820,13,138
"1330",115157,28972020,139,29
"1331",181869,28978080,126,92
"1332",181869,28978080,126,92
"1333",242525,29026380,29,122
"1334",184578,29032560,13,126
"1335",184578,29032560,13,126
"1336",249867,29032560,13,126
"1337",249867,29032560,13,126
"1338",105050,29035860,140,13
"1339",12073,29036940,13,140
"1340",12073,29036940,13,126
"1341",12073,29036940,13,126
"1342",111400,29036940,13,140
"1343",111400,29036940,13,126
"1344",111400,29036940,13,126
"1345",184579,29036940,13,140
"1346",184579,29036940,13,126
"1347",184579,29036940,13,126
"1348",249860,29036940,13,140
"1349",249860,29036940,13,126
"1350",249860,29036940,13,126
"1351",242524,29038440,29,78
"1352",242524,29038440,29,135
"1353",242524,29038440,29,135
"1354",237538,29044140,44,58
"1355",246852,29046540,25,132
"1356",105049,29046960,140,13
"1357",181861,29047020,126,13
"1358",181859,29051760,126,92
"1359",95444,29057460,64,107
"1360",95445,29058540,64,32
"1361",111380,29137320,13,140
"1362",249848,29137320,13,140
"1363",383878,29137680,35,99
"1364",249846,29144100,13,132
"1365",249846,29144100,13,132
"1366",181849,29203500,126,13
"1367",181848,29203860,126,13
"1368",111375,29207280,138,92
"1369",111375,29207280,138,126
"1370",111375,29207280,138,13
"1371",111375,29207280,138,140
"1372",338072,29210520,17,128
"1373",338072,29210520,17,128
"1374",383880,29213880,35,58
"1375",113214,29223900,139,139
"1376",111372,29223960,138,92
"1377",111372,29223960,138,126
"1378",111372,29223960,138,13
"1379",111372,29223960,138,140
"1380",111371,29224680,13,126
"1381",111371,29224680,13,140
"1382",249833,29224680,13,126
"1383",249833,29224680,13,140
"1384",111370,29224800,138,92
"1385",111370,29224800,138,126
"1386",111370,29224800,138,13
"1387",111370,29224800,138,140
"1388",181838,29228640,126,138
"1389",181837,29228820,126,138
"1390",111368,29229780,126,140
"1391",181835,29229780,126,140
"1392",181834,29230920,126,92
"1393",181833,29231100,126,13
"1394",115153,29232120,139,24
"1395",184598,29234340,13,126
"1396",249830,29234340,13,126
"1397",249825,29289600,13,138
"1398",249825,29289600,13,138
"1399",181830,29291220,126,13
"1400",111358,29293140,140,140
"1401",249820,29295900,13,25
"1402",249819,29296680,13,126
"1403",246819,29309940,25,13
"1404",249814,29310600,13,126
"1405",249814,29310600,13,126
"1406",249812,29311140,13,126
"1407",249812,29311140,13,126
"1408",95447,29311620,64,4
"1409",12057,29318520,126,13
"1410",181826,29318520,126,13
"1411",242517,29382420,29,139
"1412",242517,29382420,29,139
"1413",95448,29478180,64,4
"1414",12056,29547360,126,13
"1415",12056,29547360,126,13
"1416",181825,29547360,126,13
"1417",181825,29547360,126,13
"1418",181818,29565420,126,138
"1419",115144,29567700,139,135
"1420",115144,29567700,139,135
"1421",246813,29568180,25,132
"1422",242513,29575500,29,139
"1423",246810,29577180,25,132
"1424",181812,29579520,126,92
"1425",184610,29631960,92,126
"1426",249801,29634000,13,132
"1427",249801,29634000,13,132
"1428",115140,29634120,139,90
"1429",181811,29634240,126,92
"1430",181811,29634240,126,92
"1431",114440,29641260,139,111
"1432",111334,29643900,13,140
"1433",111334,29643900,13,138
"1434",111334,29643900,13,126
"1435",111334,29643900,13,126
"1436",249786,29643900,13,140
"1437",249786,29643900,13,138
"1438",249786,29643900,13,126
"1439",249786,29643900,13,126
"1440",242512,29644260,29,135
"1441",242512,29644260,29,78
"1442",111333,29644380,13,126
"1443",111333,29644380,13,140
"1444",249784,29644380,13,126
"1445",249784,29644380,13,140
"1446",105019,29651520,140,13
"1447",105019,29651520,140,13
"1448",181800,29658660,126,92
"1449",181798,29663760,126,138
"1450",181798,29663760,126,138
"1451",246805,29665560,25,22
"1452",246805,29665560,25,132
"1453",249771,29668260,13,132
"1454",181796,29719380,126,13
"1455",161798,29720340,17,79
"1456",161798,29720340,17,128
"1457",161798,29720340,17,128
"1458",111329,29722560,92,140
"1459",111329,29722560,92,126
"1460",111329,29722560,92,13
"1461",111329,29722560,92,138
"1462",249767,29728260,13,126
"1463",181794,29728740,126,13
"1464",249765,29729640,13,126
"1465",249765,29729640,13,126
"1466",111326,29731800,13,92
"1467",111326,29731800,13,140
"1468",111326,29731800,13,92
"1469",111326,29731800,13,140
"1470",249761,29731800,13,92
"1471",249761,29731800,13,140
"1472",249761,29731800,13,92
"1473",249761,29731800,13,140
"1474",242509,29732400,29,139
"1475",364994,29743200,105,67
"1476",364994,29743200,105,67
"1477",111321,29745840,92,140
"1478",111321,29745840,92,126
"1479",111321,29745840,92,13
"1480",111321,29745840,92,138
"1481",105012,29746920,140,92
"1482",105012,29746920,140,126
"1483",105012,29746920,140,13
"1484",105012,29746920,140,138
"1485",242508,29766060,29,29
"1486",181788,29807700,126,92
"1487",111314,29810760,138,92
"1488",111314,29810760,138,126
"1489",111314,29810760,138,13
"1490",111314,29810760,138,140
"1491",250308,29812800,87,46
"1492",250308,29812800,87,89
"1493",250308,29812800,87,56
"1494",250308,29812800,87,89
"1495",242507,29832060,29,135
"1496",242507,29832060,29,78
"1497",111311,29832480,132,140
"1498",242506,29832600,29,130
"1499",242504,29833620,29,78
"1500",181781,29835720,126,13
"1501",111307,29841060,13,140
"1502",249745,29841060,13,140
"1503",249742,29842380,13,126
"1504",249742,29842380,13,126
"1505",105008,29892720,140,92
"1506",105008,29892720,140,126
"1507",105008,29892720,140,13
"1508",105008,29892720,140,138
"1509",181778,29894460,126,13
"1510",338102,30146040,17,71
"1511",338102,30146040,17,127
"1512",338102,30146040,17,79
"1513",338104,30154680,17,71
"1514",338104,30154680,17,127
"1515",338104,30154680,17,71
"1516",338104,30154680,17,127
"1517",181770,30155460,126,103
"1518",338108,30165720,17,71
"1519",338108,30165720,17,127
"1520",338108,30165720,17,79
"1521",105007,30172500,140,92
"1522",105007,30172500,140,126
"1523",105007,30172500,140,13
"1524",105007,30172500,140,138
"1525",105007,30172500,140,132
"1526",111294,30172500,132,140
"1527",338112,30232140,17,71
"1528",105003,30238440,140,13
"1529",242498,30239940,29,135
"1530",242498,30239940,29,78
"1531",242498,30239940,29,78
"1532",111283,30255540,92,140
"1533",181764,30255660,126,138
"1534",104997,30256560,140,92
"1535",104995,30262140,140,92
"1536",104995,30262140,140,92
"1537",111282,30265380,126,140
"1538",104994,30265920,140,92
"1539",104993,30266520,140,126
"1540",104993,30266520,140,13
"1541",104993,30266520,140,138
"1542",104992,30268020,140,13
"1543",104992,30268020,140,126
"1544",184620,30268020,140,13
"1545",184620,30268020,140,126
